,given_product_title,given_product,given_product_img_url,recommended_product_title,recommended_product,recommended_product_img_url,euclidian_distance
103,arnette quick draw an4178 wrap polarized sunglasses ,B00JLEJYI0,https://images-na.ssl-images-amazon.com/images/I/51wgNaA4yLL._AC_UX695_.jpg,oakley mens turbine oo926317 nonpolarized iridium wrap sunglasses ,B00UV54J4W,https://images-na.ssl-images-amazon.com/images/I/5108ZahywoL._AC_UX679_.jpg,0.6157795786857605
104,arnette quick draw an4178 wrap polarized sunglasses ,B00JLEJYI0,https://images-na.ssl-images-amazon.com/images/I/51wgNaA4yLL._AC_UX695_.jpg,polarized p13 sports wrap sunglasses tr90 frame ,B002B8K7LG,https://images-na.ssl-images-amazon.com/images/I/51J3%2BJQvCgL._AC_UX679_.jpg,0.657924473285675
105,arnette quick draw an4178 wrap polarized sunglasses ,B00JLEJYI0,https://images-na.ssl-images-amazon.com/images/I/51wgNaA4yLL._AC_UX695_.jpg,arnette hot shot an4182 wrap polarized sunglasses ,B00BQ73T2C,https://images-na.ssl-images-amazon.com/images/I/716pOSjE1WL._AC_UX695_.jpg,0.6618422865867615
106,arnette quick draw an4178 wrap polarized sunglasses ,B00JLEJYI0,https://images-na.ssl-images-amazon.com/images/I/51wgNaA4yLL._AC_UX695_.jpg,kaenon mens xkore white g12 wrap polarized sunglasses ,B00JAFWE82,https://images-na.ssl-images-amazon.com/images/I/51n9X3lG8qL._AC_UX695_.jpg,0.6694814562797546
107,arnette quick draw an4178 wrap polarized sunglasses ,B00JLEJYI0,https://images-na.ssl-images-amazon.com/images/I/51wgNaA4yLL._AC_UX695_.jpg,oakley eyepatch 2 sunglasses blueclear fade wgrey one size ,B009RD9TEY,https://images-na.ssl-images-amazon.com/images/I/71u7olJbSML._AC_UX679_.jpg,0.7291399240493774
109,michael kors jet set large phone crossbody crossbody navy ,B00LABB20U,https://images-na.ssl-images-amazon.com/images/I/51Rgj-uQhoL._AC_UX695_.jpg,michael kors womens frankie small drawstring crossbody leather crossbody satchel ,B00LO4ENQI,https://images-na.ssl-images-amazon.com/images/I/812QPszAP%2BL._AC_UY695_.jpg,1.056388258934021
110,michael kors jet set large phone crossbody crossbody navy ,B00LABB20U,https://images-na.ssl-images-amazon.com/images/I/51Rgj-uQhoL._AC_UX695_.jpg,sak mirada crossbody bag ,B00D6910A6,https://images-na.ssl-images-amazon.com/images/I/91qaujxICEL._AC_UX679_.jpg,1.3983532190322876
111,michael kors jet set large phone crossbody crossbody navy ,B00LABB20U,https://images-na.ssl-images-amazon.com/images/I/51Rgj-uQhoL._AC_UX695_.jpg,sak pax mini crossbody ,B006SW9DNY,https://images-na.ssl-images-amazon.com/images/I/81RlzVptziL._AC_UX569_.jpg,1.4512388706207275
112,michael kors jet set large phone crossbody crossbody navy ,B00LABB20U,https://images-na.ssl-images-amazon.com/images/I/51Rgj-uQhoL._AC_UX695_.jpg,sak pax mini crossbody ,B00405R3BU,https://images-na.ssl-images-amazon.com/images/I/918feq0l1hL._AC_UX569_.jpg,1.4512388706207275
113,michael kors jet set large phone crossbody crossbody navy ,B00LABB20U,https://images-na.ssl-images-amazon.com/images/I/51Rgj-uQhoL._AC_UX695_.jpg,frye cameron mini crossbody handbag ,B007FXKCXU,https://images-na.ssl-images-amazon.com/images/I/81be5nqGNcL._AC_UX679_.jpg,1.4644203186035156
115,nike womens free 50 tr fit 4 running trainers 629496 003 sneakers shoes ,B00DTX9XSA,https://images-na.ssl-images-amazon.com/images/I/71%2ByqYmHxqL._AC_UX695_.jpg,nike womens free 50 tr fit 4 prt running trainers 629823 002 sneakers shoes ,B00DTWOIXQ,https://images-na.ssl-images-amazon.com/images/I/816hCe4n-KL._AC_UX695_.jpg,0.09800012409687042
116,nike womens free 50 tr fit 4 running trainers 629496 003 sneakers shoes ,B00DTX9XSA,https://images-na.ssl-images-amazon.com/images/I/71%2ByqYmHxqL._AC_UX695_.jpg,nike womens free 50 tr fit 4 prt running shoes ,B00HSQHH6O,https://images-na.ssl-images-amazon.com/images/I/61KWVfpUMSL._AC_UX695_.jpg,0.3881112039089203
117,nike womens free 50 tr fit 4 running trainers 629496 003 sneakers shoes ,B00DTX9XSA,https://images-na.ssl-images-amazon.com/images/I/71%2ByqYmHxqL._AC_UX695_.jpg,nike free 50 tr fit 4 print womens cross training shoes ,B00FER1R4C,https://images-na.ssl-images-amazon.com/images/I/81Tb306uI-L._AC_UX695_.jpg,0.5144262909889221
118,nike womens free 50 tr fit 4 running trainers 629496 003 sneakers shoes ,B00DTX9XSA,https://images-na.ssl-images-amazon.com/images/I/71%2ByqYmHxqL._AC_UX695_.jpg,nike womens free 50 tr fit 5 training shoe ,B00K32GQ4E,https://images-na.ssl-images-amazon.com/images/I/61aro7Sk3BL._AC_UX695_.jpg,0.5173155069351196
119,nike womens free 50 tr fit 4 running trainers 629496 003 sneakers shoes ,B00DTX9XSA,https://images-na.ssl-images-amazon.com/images/I/71%2ByqYmHxqL._AC_UX695_.jpg,nike womens free 50 tr fit 4 training shoe ,B0031DXB86,https://images-na.ssl-images-amazon.com/images/I/81tdFEvApaL._AC_UX695_.jpg,0.5173155069351196
121,lcolette western skull inspired rhinestones flip flop fs050 black ,B00U8J6MYG,https://images-na.ssl-images-amazon.com/images/I/71YU-fRT%2BiL._AC_UY695_.jpg,eve womens rhinestone embellished wedge flip flop 1276 black 10 us ,B00BMTEZXQ,https://images-na.ssl-images-amazon.com/images/I/61oEkMCDW-L._AC_UX695_.jpg,0.7774500846862793
122,lcolette western skull inspired rhinestones flip flop fs050 black ,B00U8J6MYG,https://images-na.ssl-images-amazon.com/images/I/71YU-fRT%2BiL._AC_UY695_.jpg,eve womens rhinestone embellished wedge flip flop 1276 black 7 us ,B00BMTEVC6,https://images-na.ssl-images-amazon.com/images/I/61oEkMCDW-L._AC_UX695_.jpg,0.7774500846862793
123,lcolette western skull inspired rhinestones flip flop fs050 black ,B00U8J6MYG,https://images-na.ssl-images-amazon.com/images/I/71YU-fRT%2BiL._AC_UY695_.jpg,eve womens rhinestone embellished wedge flip flop 1276 black 11 us ,B00DZWM6VQ,https://images-na.ssl-images-amazon.com/images/I/61oEkMCDW-L._AC_UX695_.jpg,0.7774500846862793
124,lcolette western skull inspired rhinestones flip flop fs050 black ,B00U8J6MYG,https://images-na.ssl-images-amazon.com/images/I/71YU-fRT%2BiL._AC_UY695_.jpg,eve womens rhinestone embellished wedge flip flop 1276 black 9 us ,B00BMTEYI2,https://images-na.ssl-images-amazon.com/images/I/61oEkMCDW-L._AC_UX695_.jpg,0.7774500846862793
125,lcolette western skull inspired rhinestones flip flop fs050 black ,B00U8J6MYG,https://images-na.ssl-images-amazon.com/images/I/71YU-fRT%2BiL._AC_UY695_.jpg,eve womens rhinestone embellished wedge flip flop 1276 black 6 us ,B00BMTETR8,https://images-na.ssl-images-amazon.com/images/I/61oEkMCDW-L._AC_UX695_.jpg,0.7774500846862793
127,michael kors mk2002mb 300511 black paris cats eyes sunglasses lens category 3 l ,B00QHA817G,https://images-na.ssl-images-amazon.com/images/I/71UTvZ%2BRtPL._AC_UX695_.jpg,michael kors m2900s 001 black nora cats eyes sunglasses lens category 2 ,B00I5BZYC0,,0.24594131112098694
128,michael kors mk2002mb 300511 black paris cats eyes sunglasses lens category 3 l ,B00QHA817G,https://images-na.ssl-images-amazon.com/images/I/71UTvZ%2BRtPL._AC_UX695_.jpg,michael kors paige cateye sunglasses black m2887s 001 58 ,B00FRQ0ZIO,https://images-na.ssl-images-amazon.com/images/I/61nRYlSU8xL._AC_UY741_.jpg,0.39701220393180847
129,michael kors mk2002mb 300511 black paris cats eyes sunglasses lens category 3 l ,B00QHA817G,https://images-na.ssl-images-amazon.com/images/I/71UTvZ%2BRtPL._AC_UX695_.jpg,michael kors boca raton sunglasses m2749s 1 black 55 16 130 ,B005EMKZFE,https://images-na.ssl-images-amazon.com/images/I/71szbowrL3L._AC_UX679_.jpg,0.4059258997440338
130,michael kors mk2002mb 300511 black paris cats eyes sunglasses lens category 3 l ,B00QHA817G,https://images-na.ssl-images-amazon.com/images/I/71UTvZ%2BRtPL._AC_UX695_.jpg,michael kors zuma sunglasses black m2748s 001 59 ,B0053ZPEI0,https://images-na.ssl-images-amazon.com/images/I/61HVJNf8CVL._AC_UY879_.jpg,0.40802380442619324
131,michael kors mk2002mb 300511 black paris cats eyes sunglasses lens category 3 l ,B00QHA817G,https://images-na.ssl-images-amazon.com/images/I/71UTvZ%2BRtPL._AC_UX695_.jpg,michael kors jemma sunglasses black  m2836s 001 60 m2836s 001 60 ,B0090U5P38,,0.4122413396835327
133,anne klein ak womens garet heeled penny loafer ,B000FKAL6I,https://images-na.ssl-images-amazon.com/images/I/71qOCts4fvS._AC_UY695_.jpg,ak anne klein womens fondly leather dorsay pump ,B00MQAUZ8E,https://images-na.ssl-images-amazon.com/images/I/71QxEFgfDgL._AC_UX695_.jpg,0.6061343550682068
134,anne klein ak womens garet heeled penny loafer ,B000FKAL6I,https://images-na.ssl-images-amazon.com/images/I/71qOCts4fvS._AC_UY695_.jpg,ak anne klein womens wystere platform pump ,B003TV58GI,https://images-na.ssl-images-amazon.com/images/I/81J%2BpDX8VsL._AC_UY695_.jpg,0.6285714507102966
135,anne klein ak womens garet heeled penny loafer ,B000FKAL6I,https://images-na.ssl-images-amazon.com/images/I/71qOCts4fvS._AC_UY695_.jpg,anne klein ak womens gisele flat ,B0014JXM92,https://images-na.ssl-images-amazon.com/images/I/81vG73ixLgS._AC_UY695_.jpg,0.6325976848602295
136,anne klein ak womens garet heeled penny loafer ,B000FKAL6I,https://images-na.ssl-images-amazon.com/images/I/71qOCts4fvS._AC_UY695_.jpg,ak anne klein womens rexana pump ,B00ATZNJ90,https://images-na.ssl-images-amazon.com/images/I/71ATvOiof7L._AC_UX695_.jpg,0.6452341675758362
137,anne klein ak womens garet heeled penny loafer ,B000FKAL6I,https://images-na.ssl-images-amazon.com/images/I/71qOCts4fvS._AC_UY695_.jpg,ak anne klein womens isana leather platform pump ,B008Y219GU,https://images-na.ssl-images-amazon.com/images/I/71cglfuTXdL._AC_UX695_.jpg,0.6840084195137024
139,adidas originals mens rod laver sneaker ,B00FEKTZ7A,https://images-na.ssl-images-amazon.com/images/I/917UsXu1osL._AC_UX695_.jpg,adidas originals mens country sneaker ,B001CL7MHK,https://images-na.ssl-images-amazon.com/images/I/91Vp2hgKU5S._AC_UY695_.jpg,0.6987040638923645
140,adidas originals mens rod laver sneaker ,B00FEKTZ7A,https://images-na.ssl-images-amazon.com/images/I/917UsXu1osL._AC_UX695_.jpg,adidas originals womens superstar 2 basketballstyle sneaker ,B001390M4Q,https://images-na.ssl-images-amazon.com/images/I/61Du-xJ2mTL._AC_UX695_.jpg,0.8157637119293213
141,adidas originals mens rod laver sneaker ,B00FEKTZ7A,https://images-na.ssl-images-amazon.com/images/I/917UsXu1osL._AC_UX695_.jpg,adidas originals mens adilette sandal ,B001OQBYDQ,https://images-na.ssl-images-amazon.com/images/I/71MG3tiXigL._AC_UX695_.jpg,0.8157708048820496
142,adidas originals mens rod laver sneaker ,B00FEKTZ7A,https://images-na.ssl-images-amazon.com/images/I/917UsXu1osL._AC_UX695_.jpg,adidas originals mens superstar ii pt sneaker ,B001CL6EQA,https://images-na.ssl-images-amazon.com/images/I/81MDF25MgaL._AC_UY695_.jpg,0.8236952424049377
143,adidas originals mens rod laver sneaker ,B00FEKTZ7A,https://images-na.ssl-images-amazon.com/images/I/917UsXu1osL._AC_UX695_.jpg,adidas mens adissage fitfoam sandal ,B001C8Y474,https://images-na.ssl-images-amazon.com/images/I/81ItwgDgMtL._AC_UY695_.jpg,0.9367126226425171
145,oofos ooriginal unisex thong sandal spring 2014 orange women 8 ,B00HI19DES,https://images-na.ssl-images-amazon.com/images/I/51mUSh3v29L._AC_UX695_.jpg,womens boc candia thong sandal sunbronze 8 ,B00JDVSWPM,https://images-na.ssl-images-amazon.com/images/I/51HmItDq6wL._AC_UX695_.jpg,0.5378795862197876
146,oofos ooriginal unisex thong sandal spring 2014 orange women 8 ,B00HI19DES,https://images-na.ssl-images-amazon.com/images/I/51mUSh3v29L._AC_UX695_.jpg,jambu womens pisces sandal greypowder blue 10 ,B00NABYXE0,https://images-na.ssl-images-amazon.com/images/I/61l0h1I8tHL._AC_UY695_.jpg,0.6287223100662231
147,oofos ooriginal unisex thong sandal spring 2014 orange women 8 ,B00HI19DES,https://images-na.ssl-images-amazon.com/images/I/51mUSh3v29L._AC_UX695_.jpg,oofos unisex ooriginal aqua thong sandals m5w7 ,B00CDWPYXG,https://images-na.ssl-images-amazon.com/images/I/61Ovwn51smL._AC_UY695_.jpg,0.648044764995575
148,oofos ooriginal unisex thong sandal spring 2014 orange women 8 ,B00HI19DES,https://images-na.ssl-images-amazon.com/images/I/51mUSh3v29L._AC_UX695_.jpg,demonia womens funn 20 thong sandals ,B00EJ3J4AG,https://images-na.ssl-images-amazon.com/images/I/61urlpTaaZL._AC_UX695_.jpg,0.6530622243881226
149,oofos ooriginal unisex thong sandal spring 2014 orange women 8 ,B00HI19DES,https://images-na.ssl-images-amazon.com/images/I/51mUSh3v29L._AC_UX695_.jpg,roxy womens palika brown sandal 8 ,B00FZX251Y,https://images-na.ssl-images-amazon.com/images/I/71sNyzdJJmL._AC_UX695_.jpg,0.6763272881507874
151,puma womens pumagility crosstraining shoe ,B0059020SQ,https://images-na.ssl-images-amazon.com/images/I/81F2gi%2BZIfL._AC_UX695_.jpg,puma womens faas 700 v2w ,B00DNNO3Q8,https://images-na.ssl-images-amazon.com/images/I/71RAyrqnw2L._AC_UX695_.jpg,0.6067079305648804
152,puma womens pumagility crosstraining shoe ,B0059020SQ,https://images-na.ssl-images-amazon.com/images/I/81F2gi%2BZIfL._AC_UX695_.jpg,puma womens powercat 310 fgw ,B004K0676M,https://images-na.ssl-images-amazon.com/images/I/81S%2BL9BnBxL._AC_UX695_.jpg,0.6067079305648804
153,puma womens pumagility crosstraining shoe ,B0059020SQ,https://images-na.ssl-images-amazon.com/images/I/81F2gi%2BZIfL._AC_UX695_.jpg,puma womens osu running shoe ,B0058XJICU,https://images-na.ssl-images-amazon.com/images/I/71JN7X1xBuL._AC_UX695_.jpg,0.667188286781311
154,puma womens pumagility crosstraining shoe ,B0059020SQ,https://images-na.ssl-images-amazon.com/images/I/81F2gi%2BZIfL._AC_UX695_.jpg,puma  womens narita v2 foil shoes ,B00P9F6HOY,https://images-na.ssl-images-amazon.com/images/I/61HlfZEZmLL._AC_UY695_.jpg,0.6716319918632507
155,puma womens pumagility crosstraining shoe ,B0059020SQ,https://images-na.ssl-images-amazon.com/images/I/81F2gi%2BZIfL._AC_UX695_.jpg,fila womens trailbuster 2 trailrunning shoe ,B00IANBCYC,https://images-na.ssl-images-amazon.com/images/I/618G9saMVFL._AC_UX695_.jpg,0.6935142278671265
157,prada womens pr 53qs sunglasses pale gold  brown gradient 60mm ,B00JL2ZK12,https://images-na.ssl-images-amazon.com/images/I/61CmI0uRhqL._AC_UX679_.jpg,tory burch sunglasses  ty6030  frame gold lens teal gradient ,B00EO7YKRY,https://images-na.ssl-images-amazon.com/images/I/51KPzHm0pzL._AC_UX679_.jpg,0.6934328079223633
158,prada womens pr 53qs sunglasses pale gold  brown gradient 60mm ,B00JL2ZK12,https://images-na.ssl-images-amazon.com/images/I/61CmI0uRhqL._AC_UX679_.jpg,michael kors sunglasses  m2892s vivian  frame black lens brown gradient ,B00ENRT2T6,https://images-na.ssl-images-amazon.com/images/I/71cqSnguTPL._AC_UX695_.jpg,0.7004686594009399
159,prada womens pr 53qs sunglasses pale gold  brown gradient 60mm ,B00JL2ZK12,https://images-na.ssl-images-amazon.com/images/I/61CmI0uRhqL._AC_UX679_.jpg,coach emma hc8001 sunglasses  505611 blue gray gradient lens  57mm ,B007JSPQU0,https://images-na.ssl-images-amazon.com/images/I/21Fu9OKtwFL._AC_.jpg,0.7147992849349976
160,prada womens pr 53qs sunglasses pale gold  brown gradient 60mm ,B00JL2ZK12,https://images-na.ssl-images-amazon.com/images/I/61CmI0uRhqL._AC_UX679_.jpg,gucci gg4230s sunglasses06df white jd brown gradient lens63mm ,B00A9GBK54,https://images-na.ssl-images-amazon.com/images/I/71cfMfSxTbL._AC_UX679_.jpg,0.7261032462120056
161,prada womens pr 53qs sunglasses pale gold  brown gradient 60mm ,B00JL2ZK12,https://images-na.ssl-images-amazon.com/images/I/61CmI0uRhqL._AC_UX679_.jpg,prada sunglasses sps 50n brown 5av1x1 sps50n ,B0070EMLDS,https://images-na.ssl-images-amazon.com/images/I/61ilZZT0AUL._AC_UX695_.jpg,0.7295645475387573
163,siena leather hobo shoulder bag brown ,B006WBYRZK,https://images-na.ssl-images-amazon.com/images/I/51c%2BoHyoKfL._AC_UY695_.jpg,siena leather hobo shoulder bag black ,B0076OT8BK,https://images-na.ssl-images-amazon.com/images/I/71U8s97e%2B%2BL._AC_UY695_.jpg,0.3896023631095886
164,siena leather hobo shoulder bag brown ,B006WBYRZK,https://images-na.ssl-images-amazon.com/images/I/51c%2BoHyoKfL._AC_UY695_.jpg,siena leather hobo shoulder bag red ,B006WP1UU6,https://images-na.ssl-images-amazon.com/images/I/71ZPwoAtnGL._AC_UY695_.jpg,0.3917883038520813
165,siena leather hobo shoulder bag brown ,B006WBYRZK,https://images-na.ssl-images-amazon.com/images/I/51c%2BoHyoKfL._AC_UY695_.jpg,siena leather hobo shoulder bag beige ,B006W9ZOBI,https://images-na.ssl-images-amazon.com/images/I/71fzvI52RVL._AC_UY695_.jpg,0.47752076387405396
166,siena leather hobo shoulder bag brown ,B006WBYRZK,https://images-na.ssl-images-amazon.com/images/I/51c%2BoHyoKfL._AC_UY695_.jpg,vignola women designer genuine leather sand brown hobo shoulder bag ,B00HNJP9MU,https://images-na.ssl-images-amazon.com/images/I/81ROpgAGmnL._AC_UY695_.jpg,0.7114396691322327
167,siena leather hobo shoulder bag brown ,B006WBYRZK,https://images-na.ssl-images-amazon.com/images/I/51c%2BoHyoKfL._AC_UY695_.jpg,fineplus womens vintage hobo smile leather shoulder strap tote bag large brown ,B00BN4A6BU,https://images-na.ssl-images-amazon.com/images/I/91AIioG6loL._AC_UX695_.jpg,0.7474653124809265
169,womens polarized fit glasses rhinestone sunglasses oval rectangular teal ,B00XH2S3MU,https://images-na.ssl-images-amazon.com/images/I/61lrnldRJyL._AC_UX679_.jpg,womens polarized fit glasses sunglasses oval rhinestone frame purple ,B00RSN34BE,https://images-na.ssl-images-amazon.com/images/I/61JxNXdqIhL._AC_UX679_.jpg,0.3913290798664093
170,womens polarized fit glasses rhinestone sunglasses oval rectangular teal ,B00XH2S3MU,https://images-na.ssl-images-amazon.com/images/I/61lrnldRJyL._AC_UX679_.jpg,womens polarized fit glasses sunglasses oval rhinestone frame pink ,B00RSN3360,https://images-na.ssl-images-amazon.com/images/I/517cAsQ78AL._AC_UX679_.jpg,0.4037587642669678
171,womens polarized fit glasses rhinestone sunglasses oval rectangular teal ,B00XH2S3MU,https://images-na.ssl-images-amazon.com/images/I/61lrnldRJyL._AC_UX679_.jpg,womens polarized fit glasses sunglasses oval rhinestone frame blue ,B00RSN2ZTQ,https://images-na.ssl-images-amazon.com/images/I/61Flpv-sJrL._AC_UX679_.jpg,0.4043191075325012
172,womens polarized fit glasses rhinestone sunglasses oval rectangular teal ,B00XH2S3MU,https://images-na.ssl-images-amazon.com/images/I/61lrnldRJyL._AC_UX679_.jpg,womens polarized fit glasses sunglasses oval rhinestone frame brown ,B00RSN30SQ,https://images-na.ssl-images-amazon.com/images/I/61Flpv-sJrL._AC_UX679_.jpg,0.4353865385055542
173,womens polarized fit glasses rhinestone sunglasses oval rectangular teal ,B00XH2S3MU,https://images-na.ssl-images-amazon.com/images/I/61lrnldRJyL._AC_UX679_.jpg,womens polarized fit glasses sunglasses rhinestones rectangle blue ,B00RPK1KKM,https://images-na.ssl-images-amazon.com/images/I/610YHlseThL._AC_UX679_.jpg,0.5254738330841064
175,versace sunglasses 2141 havana 125251 ve2141 ,B00B4PXWMS,https://images-na.ssl-images-amazon.com/images/I/71OfjnQyvLL._AC_UX679_.jpg,prada sunglasses spr 28p havana 2au0a7 pr28ps ,B00CF3CAAS,https://images-na.ssl-images-amazon.com/images/I/71mA1PlwWfL._AC_UY695_.jpg,0.26314952969551086
176,versace sunglasses 2141 havana 125251 ve2141 ,B00B4PXWMS,https://images-na.ssl-images-amazon.com/images/I/71OfjnQyvLL._AC_UX679_.jpg,miu miu sunglasses smu 10os havana man0a7 ,B00EO80CWK,https://images-na.ssl-images-amazon.com/images/I/51AUW9-7zjL._AC_UX679_.jpg,0.3319794833660126
177,versace sunglasses 2141 havana 125251 ve2141 ,B00B4PXWMS,https://images-na.ssl-images-amazon.com/images/I/71OfjnQyvLL._AC_UX679_.jpg,versace 4249 gb187 black 4249 wayfarer sunglasses lens category 3 ,B00CF3A9BA,https://images-na.ssl-images-amazon.com/images/I/615o8IXa8zL._AC_UX695_.jpg,0.4207235872745514
178,versace sunglasses 2141 havana 125251 ve2141 ,B00B4PXWMS,https://images-na.ssl-images-amazon.com/images/I/71OfjnQyvLL._AC_UX679_.jpg,oakley juliet sunglasses  polarized ,B002EAZQHQ,https://images-na.ssl-images-amazon.com/images/I/71aJgBJa4gL._AC_UX679_.jpg,0.42458418011665344
179,versace sunglasses 2141 havana 125251 ve2141 ,B00B4PXWMS,https://images-na.ssl-images-amazon.com/images/I/71OfjnQyvLL._AC_UX679_.jpg,revo thrive rectangular polarized sunglasses ,B0030CLS3S,https://images-na.ssl-images-amazon.com/images/I/61n%2Bld9wsxL._AC_UX695_.jpg,0.4308221936225891
181,vera bradley little hipster 3 crossbody bag heather ,B00C7IGJYE,https://images-na.ssl-images-amazon.com/images/I/91vObrOZifL._AC_UX695_.jpg,vera bradley hipster crossbody bag ,B003WGMA20,https://images-na.ssl-images-amazon.com/images/I/81%2BF6wVGyaL._AC_UY695_.jpg,0.7360668778419495
182,vera bradley little hipster 3 crossbody bag heather ,B00C7IGJYE,https://images-na.ssl-images-amazon.com/images/I/91vObrOZifL._AC_UX695_.jpg,vera bradley mailbag crossbody bag ,B007Q43K00,https://images-na.ssl-images-amazon.com/images/I/71jdTlzEoYL._AC_UY695_.jpg,0.7535438537597656
183,vera bradley little hipster 3 crossbody bag heather ,B00C7IGJYE,https://images-na.ssl-images-amazon.com/images/I/91vObrOZifL._AC_UX695_.jpg,vera bradley hipster cross body bag heather ,B00C7IGU5C,https://images-na.ssl-images-amazon.com/images/I/719MUD%2BS16L._AC_UY695_.jpg,0.7642581462860107
184,vera bradley little hipster 3 crossbody bag heather ,B00C7IGJYE,https://images-na.ssl-images-amazon.com/images/I/91vObrOZifL._AC_UX695_.jpg,vera bradley one crossbody heather ,B00CKXD4MQ,https://images-na.ssl-images-amazon.com/images/I/61xCrtkzliL._AC_UY695_.jpg,0.8027519583702087
185,vera bradley little hipster 3 crossbody bag heather ,B00C7IGJYE,https://images-na.ssl-images-amazon.com/images/I/91vObrOZifL._AC_UX695_.jpg,vera bradley one crossbody clementine 152 ,B00E41YPNY,https://images-na.ssl-images-amazon.com/images/I/71LA7tV3aSL._AC_UX695_.jpg,0.8334385752677917
187,everybody womens flavia kneehigh boot ,B000RDSOHQ,https://images-na.ssl-images-amazon.com/images/I/81ZXzjjFSbS._AC_UX695_.jpg,everybody womens fargo kneehigh boot ,B001BWGQOU,https://images-na.ssl-images-amazon.com/images/I/81sXJPT4xcL._AC_UY695_.jpg,0.2431786209344864
188,everybody womens flavia kneehigh boot ,B000RDSOHQ,https://images-na.ssl-images-amazon.com/images/I/81ZXzjjFSbS._AC_UX695_.jpg,miz mooz womens devlynn boot ,B00GCL7B94,https://images-na.ssl-images-amazon.com/images/I/812dBOp1eqL._AC_UY695_.jpg,0.5382336378097534
189,everybody womens flavia kneehigh boot ,B000RDSOHQ,https://images-na.ssl-images-amazon.com/images/I/81ZXzjjFSbS._AC_UX695_.jpg,1883 lucchese womens n450154 boot ,B000B2PCDC,https://images-na.ssl-images-amazon.com/images/I/81Z1Oki6YQL._AC_UY695_.jpg,0.5382336378097534
190,everybody womens flavia kneehigh boot ,B000RDSOHQ,https://images-na.ssl-images-amazon.com/images/I/81ZXzjjFSbS._AC_UX695_.jpg,1883 lucchese womens n452554 boot ,B001N4M0A0,https://images-na.ssl-images-amazon.com/images/I/91lVKTT62qL._AC_UY695_.jpg,0.5382336378097534
191,everybody womens flavia kneehigh boot ,B000RDSOHQ,https://images-na.ssl-images-amazon.com/images/I/81ZXzjjFSbS._AC_UX695_.jpg,sebago womens claremont chukka boot ,B0007X55WI,https://images-na.ssl-images-amazon.com/images/I/81EyiwF2dEL._AC_UX695_.jpg,0.5382336378097534
193,dooney  bourke signature medium satchel crossbody bag black ,B00FAMPOU4,https://images-na.ssl-images-amazon.com/images/I/71CAtJA%2BQoL._AC_UY695_.jpg,coach signature swingpack crossbody bag style 45026 black white ,B0054QTLUU,https://images-na.ssl-images-amazon.com/images/I/714XcpbOIZL._AC_UX695_.jpg,0.7178765535354614
194,dooney  bourke signature medium satchel crossbody bag black ,B00FAMPOU4,https://images-na.ssl-images-amazon.com/images/I/71CAtJA%2BQoL._AC_UY695_.jpg,coach peyton signature domed cora mini satchel crossbody bag ,B00QB3KIJS,https://images-na.ssl-images-amazon.com/images/I/81KVK30LfYL._AC_UX695_.jpg,0.7192797660827637
195,dooney  bourke signature medium satchel crossbody bag black ,B00FAMPOU4,https://images-na.ssl-images-amazon.com/images/I/71CAtJA%2BQoL._AC_UY695_.jpg,coach signature stripe 12cm ns swingpack crossbody bag  black  white ,B00HBHRKXU,https://images-na.ssl-images-amazon.com/images/I/A1T0etlSpuL._AC_UX695_.jpg,0.7370386719703674
196,dooney  bourke signature medium satchel crossbody bag black ,B00FAMPOU4,https://images-na.ssl-images-amazon.com/images/I/71CAtJA%2BQoL._AC_UY695_.jpg,black extralarge melie bianco fergie crossbody satchel ,B00DPOS21M,https://images-na.ssl-images-amazon.com/images/I/61w0jB6280L._AC_UY695_.jpg,0.7423502206802368
197,dooney  bourke signature medium satchel crossbody bag black ,B00FAMPOU4,https://images-na.ssl-images-amazon.com/images/I/71CAtJA%2BQoL._AC_UY695_.jpg,eshow mens retro canvas multifunction crossbody satchel bag ,B00GWYQBT2,,0.7682680487632751
199,ugg australia womens caspia boots ,B003JJM3TU,https://images-na.ssl-images-amazon.com/images/I/410wcXnKRHL._AC_.jpg,ugg australia womens darcie boots ,B00C4XGQM2,https://images-na.ssl-images-amazon.com/images/I/61QYEckfP%2BL._AC_UY695_.jpg,2.9802322387695312e-08
200,ugg australia womens caspia boots ,B003JJM3TU,https://images-na.ssl-images-amazon.com/images/I/410wcXnKRHL._AC_.jpg,ugg australia womens neevah leather boots ,B00BAZ33KI,https://images-na.ssl-images-amazon.com/images/I/61keaBiW4vL._AC_UX695_.jpg,0.5004993081092834
201,ugg australia womens caspia boots ,B003JJM3TU,https://images-na.ssl-images-amazon.com/images/I/410wcXnKRHL._AC_.jpg,ugg australia womens juliette boots chestnut ,B00MATQTY0,https://images-na.ssl-images-amazon.com/images/I/71N8-CCXVRL._AC_UY695_.jpg,0.5755545496940613
202,ugg australia womens caspia boots ,B003JJM3TU,https://images-na.ssl-images-amazon.com/images/I/410wcXnKRHL._AC_.jpg,ugg australia womens seldon boot ,B00HZSLZRM,https://images-na.ssl-images-amazon.com/images/I/61a2oNe-PoL._AC_UY695_.jpg,0.5790345072746277
203,ugg australia womens caspia boots ,B003JJM3TU,https://images-na.ssl-images-amazon.com/images/I/410wcXnKRHL._AC_.jpg,ugg australia womens genevieve boot ,B00C515Y8K,https://images-na.ssl-images-amazon.com/images/I/614%2BcvLt58L._AC_UY695_.jpg,0.5790345072746277
